ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1+StopWordRemoval,FNS31654,31654.TXT,0.46710,0.12881,0.20194,4

ROUGE-2+StopWordRemoval,FNS31654,31654.TXT,0.35337,0.03427,0.06247,4

ROUGE-SU4+StopWordRemoval,FNS31654,31654.TXT,0.39961,0.05594,0.09814,4

ROUGE-L+StopWordRemoval,FNS31655,31655.TXT,0.21807,0.17215,0.19241,3

ROUGE-1+StopWordRemoval,FNS31655,31655.TXT,0.26818,0.23210,0.24884,3

ROUGE-2+StopWordRemoval,FNS31655,31655.TXT,0.09254,0.07140,0.08061,3

ROUGE-SU4+StopWordRemoval,FNS31655,31655.TXT,0.16079,0.10733,0.12873,3

ROUGE-L+StopWordRemoval,FNS32623,32623.TXT,0.24001,0.17169,0.20018,3

ROUGE-1+StopWordRemoval,FNS32623,32623.TXT,0.22799,0.22320,0.22557,3

ROUGE-2+StopWordRemoval,FNS32623,32623.TXT,0.07545,0.06679,0.07086,3

ROUGE-SU4+StopWordRemoval,FNS32623,32623.TXT,0.11541,0.09890,0.10652,3

ROUGE-L+StopWordRemoval,FNS32865,32865.TXT,0.43861,0.20276,0.27732,3

ROUGE-1+StopWordRemoval,FNS32865,32865.TXT,0.52998,0.29752,0.38110,3

ROUGE-2+StopWordRemoval,FNS32865,32865.TXT,0.39505,0.15416,0.22178,3

ROUGE-SU4+StopWordRemoval,FNS32865,32865.TXT,0.44943,0.19477,0.27177,3

ROUGE-L+StopWordRemoval,FNS32061,32061.TXT,0.33769,0.18222,0.23671,4

ROUGE-1+StopWordRemoval,FNS32061,32061.TXT,0.48039,0.18477,0.26688,4

ROUGE-2+StopWordRemoval,FNS32061,32061.TXT,0.24574,0.08498,0.12628,4

ROUGE-SU4+StopWordRemoval,FNS32061,32061.TXT,0.32318,0.10444,0.15787,4

ROUGE-L+StopWordRemoval,FNS32183,32183.TXT,0.34579,0.11867,0.17670,3

ROUGE-1+StopWordRemoval,FNS32183,32183.TXT,0.40967,0.08121,0.13555,3

ROUGE-2+StopWordRemoval,FNS32183,32183.TXT,0.13553,0.02659,0.04446,3

ROUGE-SU4+StopWordRemoval,FNS32183,32183.TXT,0.21348,0.03985,0.06716,3

ROUGE-L+StopWordRemoval,FNS32185,32185.TXT,0.28533,0.20112,0.23594,3

ROUGE-1+StopWordRemoval,FNS32185,32185.TXT,0.31985,0.25960,0.28660,3

ROUGE-2+StopWordRemoval,FNS32185,32185.TXT,0.11246,0.07996,0.09346,3

ROUGE-SU4+StopWordRemoval,FNS32185,32185.TXT,0.19879,0.13747,0.16254,3

ROUGE-L+StopWordRemoval,FNS33154,33154.TXT,0.27163,0.13169,0.17738,3

ROUGE-1+StopWordRemoval,FNS33154,33154.TXT,0.38783,0.16549,0.23199,3

ROUGE-2+StopWordRemoval,FNS33154,33154.TXT,0.11929,0.04473,0.06507,3

ROUGE-SU4+StopWordRemoval,FNS33154,33154.TXT,0.21238,0.07702,0.11304,3

ROUGE-L+StopWordRemoval,FNS32186,32186.TXT,0.23648,0.18578,0.20809,3

ROUGE-1+StopWordRemoval,FNS32186,32186.TXT,0.35600,0.28200,0.31471,3

ROUGE-2+StopWordRemoval,FNS32186,32186.TXT,0.20695,0.14560,0.17093,3

ROUGE-SU4+StopWordRemoval,FNS32186,32186.TXT,0.26831,0.17755,0.21369,3

ROUGE-L+StopWordRemoval,FNS33035,33035.TXT,0.37474,0.15896,0.22323,3

ROUGE-1+StopWordRemoval,FNS33035,33035.TXT,0.37793,0.23055,0.28639,3

ROUGE-2+StopWordRemoval,FNS33035,33035.TXT,0.14271,0.07896,0.10167,3

ROUGE-SU4+StopWordRemoval,FNS33035,33035.TXT,0.21941,0.11852,0.15390,3

ROUGE-L+StopWordRemoval,FNS32067,32067.TXT,0.31046,0.16067,0.21175,3

ROUGE-1+StopWordRemoval,FNS32067,32067.TXT,0.37783,0.17984,0.24369,3

ROUGE-2+StopWordRemoval,FNS32067,32067.TXT,0.14689,0.06042,0.08563,3

ROUGE-SU4+StopWordRemoval,FNS32067,32067.TXT,0.22582,0.09191,0.13064,3

ROUGE-L+StopWordRemoval,FNS33155,33155.TXT,0.32757,0.16684,0.22108,4

ROUGE-1+StopWordRemoval,FNS33155,33155.TXT,0.34523,0.18506,0.24095,4

ROUGE-2+StopWordRemoval,FNS33155,33155.TXT,0.12106,0.05250,0.07324,4

ROUGE-SU4+StopWordRemoval,FNS33155,33155.TXT,0.20404,0.08288,0.11787,4

ROUGE-L+StopWordRemoval,FNS32190,32190.TXT,0.20656,0.15958,0.18006,3

ROUGE-1+StopWordRemoval,FNS32190,32190.TXT,0.28825,0.20021,0.23630,3

ROUGE-2+StopWordRemoval,FNS32190,32190.TXT,0.09919,0.05890,0.07391,3

ROUGE-SU4+StopWordRemoval,FNS32190,32190.TXT,0.18768,0.10044,0.13085,3

ROUGE-L+StopWordRemoval,FNS31659,31659.TXT,0.28143,0.18100,0.22031,3

ROUGE-1+StopWordRemoval,FNS31659,31659.TXT,0.40632,0.21049,0.27732,3

ROUGE-2+StopWordRemoval,FNS31659,31659.TXT,0.17806,0.09412,0.12315,3

ROUGE-SU4+StopWordRemoval,FNS31659,31659.TXT,0.21935,0.11855,0.15391,3

ROUGE-L+StopWordRemoval,FNS32156,32156.TXT,0.36442,0.13150,0.19326,4

ROUGE-1+StopWordRemoval,FNS32156,32156.TXT,0.55454,0.20590,0.30030,4

ROUGE-2+StopWordRemoval,FNS32156,32156.TXT,0.24911,0.07582,0.11626,4

ROUGE-SU4+StopWordRemoval,FNS32156,32156.TXT,0.36966,0.10792,0.16707,4

ROUGE-L+StopWordRemoval,FNS32157,32157.TXT,0.29829,0.24646,0.26991,3

ROUGE-1+StopWordRemoval,FNS32157,32157.TXT,0.37591,0.34151,0.35788,3

ROUGE-2+StopWordRemoval,FNS32157,32157.TXT,0.17822,0.13357,0.15270,3

ROUGE-SU4+StopWordRemoval,FNS32157,32157.TXT,0.25601,0.17063,0.20478,3

ROUGE-L+StopWordRemoval,FNS30894,30894.TXT,0.18074,0.18983,0.18517,4

ROUGE-1+StopWordRemoval,FNS30894,30894.TXT,0.23097,0.22624,0.22858,4

ROUGE-2+StopWordRemoval,FNS30894,30894.TXT,0.07552,0.06654,0.07075,4

ROUGE-SU4+StopWordRemoval,FNS30894,30894.TXT,0.12521,0.09896,0.11055,4

ROUGE-L+StopWordRemoval,FNS31620,31620.TXT,0.32578,0.21420,0.25846,4

ROUGE-1+StopWordRemoval,FNS31620,31620.TXT,0.38167,0.23728,0.29263,4

ROUGE-2+StopWordRemoval,FNS31620,31620.TXT,0.21017,0.11422,0.14800,4

ROUGE-SU4+StopWordRemoval,FNS31620,31620.TXT,0.28098,0.13958,0.18651,4

ROUGE-L+StopWordRemoval,FNS31983,31983.TXT,0.31849,0.17348,0.22461,3

ROUGE-1+StopWordRemoval,FNS31983,31983.TXT,0.34471,0.21647,0.26594,3

ROUGE-2+StopWordRemoval,FNS31983,31983.TXT,0.16416,0.07863,0.10633,3

ROUGE-SU4+StopWordRemoval,FNS31983,31983.TXT,0.22042,0.11643,0.15238,3

ROUGE-L+StopWordRemoval,FNS30895,30895.TXT,0.29854,0.24217,0.26741,3

ROUGE-1+StopWordRemoval,FNS30895,30895.TXT,0.33925,0.25470,0.29095,3

ROUGE-2+StopWordRemoval,FNS30895,30895.TXT,0.10628,0.06799,0.08293,3

ROUGE-SU4+StopWordRemoval,FNS30895,30895.TXT,0.21670,0.12519,0.15870,3

ROUGE-L+StopWordRemoval,FNS31984,31984.TXT,0.29437,0.23393,0.26069,3

ROUGE-1+StopWordRemoval,FNS31984,31984.TXT,0.42124,0.19159,0.26339,3

ROUGE-2+StopWordRemoval,FNS31984,31984.TXT,0.23463,0.08746,0.12742,3

ROUGE-SU4+StopWordRemoval,FNS31984,31984.TXT,0.31452,0.10259,0.15471,3

ROUGE-L+StopWordRemoval,FNS30897,30897.TXT,0.19571,0.13191,0.15760,3

ROUGE-1+StopWordRemoval,FNS30897,30897.TXT,0.29130,0.15825,0.20509,3

ROUGE-2+StopWordRemoval,FNS30897,30897.TXT,0.08241,0.03555,0.04967,3

ROUGE-SU4+StopWordRemoval,FNS30897,30897.TXT,0.16957,0.06650,0.09553,3

ROUGE-L+StopWordRemoval,FNS31623,31623.TXT,0.29200,0.11728,0.16735,4

ROUGE-1+StopWordRemoval,FNS31623,31623.TXT,0.40153,0.12203,0.18717,4

ROUGE-2+StopWordRemoval,FNS31623,31623.TXT,0.17732,0.04873,0.07645,4

ROUGE-SU4+StopWordRemoval,FNS31623,31623.TXT,0.27328,0.06577,0.10603,4

ROUGE-L+StopWordRemoval,FNS32954,32954.TXT,0.25345,0.18016,0.21061,4

ROUGE-1+StopWordRemoval,FNS32954,32954.TXT,0.24799,0.19334,0.21728,4

ROUGE-2+StopWordRemoval,FNS32954,32954.TXT,0.05620,0.03947,0.04637,4

ROUGE-SU4+StopWordRemoval,FNS32954,32954.TXT,0.12857,0.07921,0.09803,4

ROUGE-L+StopWordRemoval,FNS31866,31866.TXT,0.47030,0.22844,0.30751,4

ROUGE-1+StopWordRemoval,FNS31866,31866.TXT,0.58620,0.34735,0.43622,4

ROUGE-2+StopWordRemoval,FNS31866,31866.TXT,0.34722,0.18619,0.24240,4

ROUGE-SU4+StopWordRemoval,FNS31866,31866.TXT,0.42234,0.22062,0.28984,4

ROUGE-L+StopWordRemoval,FNS31987,31987.TXT,0.30472,0.19954,0.24116,3

ROUGE-1+StopWordRemoval,FNS31987,31987.TXT,0.36950,0.24246,0.29279,3

ROUGE-2+StopWordRemoval,FNS31987,31987.TXT,0.16811,0.09825,0.12402,3

ROUGE-SU4+StopWordRemoval,FNS31987,31987.TXT,0.22771,0.12348,0.16013,3

ROUGE-L+StopWordRemoval,FNS30777,30777.TXT,0.34070,0.17244,0.22898,3

ROUGE-1+StopWordRemoval,FNS30777,30777.TXT,0.37507,0.26904,0.31333,3

ROUGE-2+StopWordRemoval,FNS30777,30777.TXT,0.19435,0.13970,0.16255,3

ROUGE-SU4+StopWordRemoval,FNS30777,30777.TXT,0.24749,0.16959,0.20127,3

ROUGE-L+StopWordRemoval,FNS31061,31061.TXT,0.25280,0.12929,0.17108,3

ROUGE-1+StopWordRemoval,FNS31061,31061.TXT,0.33409,0.15544,0.21216,3

ROUGE-2+StopWordRemoval,FNS31061,31061.TXT,0.21606,0.07747,0.11405,3

ROUGE-SU4+StopWordRemoval,FNS31061,31061.TXT,0.28321,0.08744,0.13363,3

ROUGE-L+StopWordRemoval,FNS32150,32150.TXT,0.22914,0.14094,0.17453,3

ROUGE-1+StopWordRemoval,FNS32150,32150.TXT,0.31749,0.15035,0.20406,3

ROUGE-2+StopWordRemoval,FNS32150,32150.TXT,0.15921,0.04607,0.07146,3

ROUGE-SU4+StopWordRemoval,FNS32150,32150.TXT,0.21793,0.06675,0.10220,3

ROUGE-L+StopWordRemoval,FNS32392,32392.TXT,0.26712,0.19949,0.22840,4

ROUGE-1+StopWordRemoval,FNS32392,32392.TXT,0.28764,0.24281,0.26333,4

ROUGE-2+StopWordRemoval,FNS32392,32392.TXT,0.12529,0.08391,0.10051,4

ROUGE-SU4+StopWordRemoval,FNS32392,32392.TXT,0.17926,0.11138,0.13739,4

ROUGE-L+StopWordRemoval,FNS32272,32272.TXT,0.32880,0.17280,0.22654,4

ROUGE-1+StopWordRemoval,FNS32272,32272.TXT,0.43435,0.20761,0.28093,4

ROUGE-2+StopWordRemoval,FNS32272,32272.TXT,0.22850,0.08187,0.12054,4

ROUGE-SU4+StopWordRemoval,FNS32272,32272.TXT,0.30812,0.09624,0.14667,4

ROUGE-L+StopWordRemoval,FNS31063,31063.TXT,0.27763,0.20934,0.23870,3

ROUGE-1+StopWordRemoval,FNS31063,31063.TXT,0.36109,0.21108,0.26642,3

ROUGE-2+StopWordRemoval,FNS31063,31063.TXT,0.16753,0.08561,0.11332,3

ROUGE-SU4+StopWordRemoval,FNS31063,31063.TXT,0.25507,0.11496,0.15849,3

ROUGE-L+StopWordRemoval,FNS32394,32394.TXT,0.36326,0.14044,0.20256,3

ROUGE-1+StopWordRemoval,FNS32394,32394.TXT,0.43433,0.17158,0.24599,3

ROUGE-2+StopWordRemoval,FNS32394,32394.TXT,0.21715,0.05109,0.08272,3

ROUGE-SU4+StopWordRemoval,FNS32394,32394.TXT,0.29129,0.07383,0.11781,3

ROUGE-L+StopWordRemoval,FNS31064,31064.TXT,0.37486,0.17722,0.24067,3

ROUGE-1+StopWordRemoval,FNS31064,31064.TXT,0.41203,0.14516,0.21469,3

ROUGE-2+StopWordRemoval,FNS31064,31064.TXT,0.14878,0.04762,0.07215,3

ROUGE-SU4+StopWordRemoval,FNS31064,31064.TXT,0.24138,0.06450,0.10180,3

ROUGE-L+StopWordRemoval,FNS32032,32032.TXT,0.30582,0.31230,0.30903,3

ROUGE-1+StopWordRemoval,FNS32032,32032.TXT,0.37707,0.40370,0.38993,3

ROUGE-2+StopWordRemoval,FNS32032,32032.TXT,0.16650,0.15021,0.15794,3

ROUGE-SU4+StopWordRemoval,FNS32032,32032.TXT,0.24219,0.19028,0.21312,3

ROUGE-L+StopWordRemoval,FNS32034,32034.TXT,0.26202,0.13031,0.17405,4

ROUGE-1+StopWordRemoval,FNS32034,32034.TXT,0.34123,0.13534,0.19381,4

ROUGE-2+StopWordRemoval,FNS32034,32034.TXT,0.12008,0.04295,0.06327,4

ROUGE-SU4+StopWordRemoval,FNS32034,32034.TXT,0.18499,0.06030,0.09095,4

ROUGE-L+StopWordRemoval,FNS32155,32155.TXT,0.15385,0.19534,0.17213,3

ROUGE-1+StopWordRemoval,FNS32155,32155.TXT,0.16179,0.21138,0.18329,3

ROUGE-2+StopWordRemoval,FNS32155,32155.TXT,0.02402,0.02716,0.02550,3

ROUGE-SU4+StopWordRemoval,FNS32155,32155.TXT,0.07351,0.07344,0.07348,3

ROUGE-L+StopWordRemoval,FNS30779,30779.TXT,0.35982,0.21117,0.26615,4

ROUGE-1+StopWordRemoval,FNS30779,30779.TXT,0.34975,0.28300,0.31286,4

ROUGE-2+StopWordRemoval,FNS30779,30779.TXT,0.13611,0.08161,0.10204,4

ROUGE-SU4+StopWordRemoval,FNS30779,30779.TXT,0.22422,0.13484,0.16840,4

ROUGE-L+StopWordRemoval,FNS30778,30778.TXT,0.35749,0.28236,0.31552,3

ROUGE-1+StopWordRemoval,FNS30778,30778.TXT,0.40414,0.37850,0.39090,3

ROUGE-2+StopWordRemoval,FNS30778,30778.TXT,0.18239,0.16100,0.17103,3

ROUGE-SU4+StopWordRemoval,FNS30778,30778.TXT,0.27757,0.22703,0.24976,3

ROUGE-L+StopWordRemoval,FNS30899,30899.TXT,0.33348,0.19267,0.24423,3

ROUGE-1+StopWordRemoval,FNS30899,30899.TXT,0.42810,0.21004,0.28181,3

ROUGE-2+StopWordRemoval,FNS30899,30899.TXT,0.19701,0.08144,0.11524,3

ROUGE-SU4+StopWordRemoval,FNS30899,30899.TXT,0.29222,0.10018,0.14921,3

ROUGE-L+StopWordRemoval,FNS31506,31506.TXT,0.37726,0.19943,0.26093,3

ROUGE-1+StopWordRemoval,FNS31506,31506.TXT,0.43341,0.12468,0.19365,3

ROUGE-2+StopWordRemoval,FNS31506,31506.TXT,0.19410,0.04863,0.07777,3

ROUGE-SU4+StopWordRemoval,FNS31506,31506.TXT,0.28408,0.06676,0.10811,3

ROUGE-L+StopWordRemoval,FNS31628,31628.TXT,0.27151,0.18750,0.22182,3

ROUGE-1+StopWordRemoval,FNS31628,31628.TXT,0.32524,0.22009,0.26253,3

ROUGE-2+StopWordRemoval,FNS31628,31628.TXT,0.16267,0.09573,0.12053,3

ROUGE-SU4+StopWordRemoval,FNS31628,31628.TXT,0.23501,0.12069,0.15948,3

ROUGE-L+StopWordRemoval,FNS32717,32717.TXT,0.29028,0.20950,0.24336,3

ROUGE-1+StopWordRemoval,FNS32717,32717.TXT,0.37309,0.24013,0.29220,3

ROUGE-2+StopWordRemoval,FNS32717,32717.TXT,0.13624,0.08582,0.10531,3

ROUGE-SU4+StopWordRemoval,FNS32717,32717.TXT,0.19923,0.11215,0.14351,3

ROUGE-L+StopWordRemoval,FNS31508,31508.TXT,0.23700,0.25165,0.24410,3

ROUGE-1+StopWordRemoval,FNS31508,31508.TXT,0.25068,0.29684,0.27181,3

ROUGE-2+StopWordRemoval,FNS31508,31508.TXT,0.08705,0.08636,0.08670,3

ROUGE-SU4+StopWordRemoval,FNS31508,31508.TXT,0.16233,0.13695,0.14856,3





ROUGE-L+StopWordRemoval,FNS31509,31509.TXT,0.27056,0.17786,0.21463,4

ROUGE-1+StopWordRemoval,FNS31509,31509.TXT,0.29906,0.19427,0.23553,4

ROUGE-2+StopWordRemoval,FNS31509,31509.TXT,0.10291,0.05365,0.07053,4

ROUGE-SU4+StopWordRemoval,FNS31509,31509.TXT,0.17977,0.08567,0.11604,4





ROUGE-L+StopWordRemoval,FNS32168,32168.TXT,0.23152,0.25896,0.24447,3

ROUGE-1+StopWordRemoval,FNS32168,32168.TXT,0.17079,0.31023,0.22030,3

ROUGE-2+StopWordRemoval,FNS32168,32168.TXT,0.05571,0.09539,0.07034,3

ROUGE-SU4+StopWordRemoval,FNS32168,32168.TXT,0.09452,0.16058,0.11900,3

ROUGE-L+StopWordRemoval,FNS31872,31872.TXT,0.30190,0.23184,0.26227,4

ROUGE-1+StopWordRemoval,FNS31872,31872.TXT,0.37614,0.30640,0.33771,4

ROUGE-2+StopWordRemoval,FNS31872,31872.TXT,0.20230,0.13283,0.16037,4

ROUGE-SU4+StopWordRemoval,FNS31872,31872.TXT,0.31212,0.17876,0.22732,4

ROUGE-L+StopWordRemoval,FNS31631,31631.TXT,0.30631,0.17832,0.22542,3

ROUGE-1+StopWordRemoval,FNS31631,31631.TXT,0.33546,0.22092,0.26640,3

ROUGE-2+StopWordRemoval,FNS31631,31631.TXT,0.11417,0.06813,0.08533,3

ROUGE-SU4+StopWordRemoval,FNS31631,31631.TXT,0.19234,0.10807,0.13839,3

ROUGE-L+StopWordRemoval,FNS31632,31632.TXT,0.32566,0.17518,0.22781,4

ROUGE-1+StopWordRemoval,FNS31632,31632.TXT,0.36296,0.25163,0.29721,4

ROUGE-2+StopWordRemoval,FNS31632,31632.TXT,0.17314,0.09008,0.11851,4

ROUGE-SU4+StopWordRemoval,FNS31632,31632.TXT,0.24014,0.12870,0.16758,4

ROUGE-L+StopWordRemoval,FNS31512,31512.TXT,0.26958,0.17202,0.21003,4

ROUGE-1+StopWordRemoval,FNS31512,31512.TXT,0.32885,0.22618,0.26802,4

ROUGE-2+StopWordRemoval,FNS31512,31512.TXT,0.14703,0.08501,0.10774,4

ROUGE-SU4+StopWordRemoval,FNS31512,31512.TXT,0.23762,0.11509,0.15507,4

ROUGE-L+StopWordRemoval,FNS31633,31633.TXT,0.32432,0.14756,0.20283,4

ROUGE-1+StopWordRemoval,FNS31633,31633.TXT,0.41138,0.14031,0.20925,4

ROUGE-2+StopWordRemoval,FNS31633,31633.TXT,0.24303,0.05278,0.08672,4

ROUGE-SU4+StopWordRemoval,FNS31633,31633.TXT,0.32909,0.07356,0.12025,4

ROUGE-L+StopWordRemoval,FNS32964,32964.TXT,0.28716,0.12721,0.17631,4

ROUGE-1+StopWordRemoval,FNS32964,32964.TXT,0.40779,0.16600,0.23595,4

ROUGE-2+StopWordRemoval,FNS32964,32964.TXT,0.12773,0.03918,0.05997,4

ROUGE-SU4+StopWordRemoval,FNS32964,32964.TXT,0.24714,0.07642,0.11674,4

ROUGE-L+StopWordRemoval,FNS33018,33018.TXT,0.32283,0.17468,0.22669,3

ROUGE-1+StopWordRemoval,FNS33018,33018.TXT,0.32915,0.23388,0.27345,3

ROUGE-2+StopWordRemoval,FNS33018,33018.TXT,0.10927,0.06563,0.08201,3

ROUGE-SU4+StopWordRemoval,FNS33018,33018.TXT,0.20475,0.11676,0.14872,3

ROUGE-L+StopWordRemoval,FNS31513,31513.TXT,0.17803,0.15775,0.16728,3

ROUGE-1+StopWordRemoval,FNS31513,31513.TXT,0.17652,0.17324,0.17487,3

ROUGE-2+StopWordRemoval,FNS31513,31513.TXT,0.06441,0.04493,0.05293,3

ROUGE-SU4+StopWordRemoval,FNS31513,31513.TXT,0.10378,0.08087,0.09090,3

ROUGE-L+StopWordRemoval,FNS31634,31634.TXT,0.28454,0.12729,0.17589,4

ROUGE-1+StopWordRemoval,FNS31634,31634.TXT,0.32697,0.18379,0.23531,4

ROUGE-2+StopWordRemoval,FNS31634,31634.TXT,0.12106,0.05346,0.07417,4

ROUGE-SU4+StopWordRemoval,FNS31634,31634.TXT,0.19545,0.09111,0.12429,4

ROUGE-L+StopWordRemoval,FNS31755,31755.TXT,0.40009,0.13387,0.20061,4

ROUGE-1+StopWordRemoval,FNS31755,31755.TXT,0.42793,0.16619,0.23940,4

ROUGE-2+StopWordRemoval,FNS31755,31755.TXT,0.23523,0.05246,0.08579,4

ROUGE-SU4+StopWordRemoval,FNS31755,31755.TXT,0.33394,0.08251,0.13232,4

ROUGE-L+StopWordRemoval,FNS32602,32602.TXT,0.33133,0.13823,0.19507,6

ROUGE-1+StopWordRemoval,FNS32602,32602.TXT,0.42824,0.11052,0.17570,6

ROUGE-2+StopWordRemoval,FNS32602,32602.TXT,0.19650,0.03446,0.05864,6

ROUGE-SU4+StopWordRemoval,FNS32602,32602.TXT,0.29767,0.04909,0.08428,6

ROUGE-L+StopWordRemoval,FNS31514,31514.TXT,0.33137,0.26824,0.29648,4

ROUGE-1+StopWordRemoval,FNS31514,31514.TXT,0.34978,0.31930,0.33385,4

ROUGE-2+StopWordRemoval,FNS31514,31514.TXT,0.15458,0.11107,0.12926,4

ROUGE-SU4+StopWordRemoval,FNS31514,31514.TXT,0.22728,0.14503,0.17707,4

ROUGE-L+StopWordRemoval,FNS32966,32966.TXT,0.40477,0.33671,0.36762,3

ROUGE-1+StopWordRemoval,FNS32966,32966.TXT,0.42528,0.38482,0.40404,3

ROUGE-2+StopWordRemoval,FNS32966,32966.TXT,0.18764,0.15315,0.16865,3

ROUGE-SU4+StopWordRemoval,FNS32966,32966.TXT,0.29364,0.20158,0.23905,3

ROUGE-L+StopWordRemoval,FNS33130,33130.TXT,0.37741,0.17764,0.24158,3

ROUGE-1+StopWordRemoval,FNS33130,33130.TXT,0.44366,0.23128,0.30406,3

ROUGE-2+StopWordRemoval,FNS33130,33130.TXT,0.18255,0.08812,0.11887,3

ROUGE-SU4+StopWordRemoval,FNS33130,33130.TXT,0.24935,0.13185,0.17249,3

ROUGE-L+StopWordRemoval,FNS30785,30785.TXT,0.24355,0.22108,0.23178,4

ROUGE-1+StopWordRemoval,FNS30785,30785.TXT,0.25493,0.25978,0.25733,4

ROUGE-2+StopWordRemoval,FNS30785,30785.TXT,0.06606,0.06623,0.06615,4

ROUGE-SU4+StopWordRemoval,FNS30785,30785.TXT,0.13567,0.11635,0.12527,4

ROUGE-L+StopWordRemoval,FNS31074,31074.TXT,0.31360,0.15812,0.21024,3

ROUGE-1+StopWordRemoval,FNS31074,31074.TXT,0.36189,0.18132,0.24160,3

ROUGE-2+StopWordRemoval,FNS31074,31074.TXT,0.14983,0.06492,0.09059,3

ROUGE-SU4+StopWordRemoval,FNS31074,31074.TXT,0.22889,0.08767,0.12678,3

ROUGE-L+StopWordRemoval,FNS32042,32042.TXT,0.23349,0.32454,0.27159,3

ROUGE-1+StopWordRemoval,FNS32042,32042.TXT,0.16390,0.39936,0.23241,3

ROUGE-2+StopWordRemoval,FNS32042,32042.TXT,0.03740,0.08763,0.05242,3

ROUGE-SU4+StopWordRemoval,FNS32042,32042.TXT,0.07370,0.16830,0.10251,3

ROUGE-L+StopWordRemoval,FNS32163,32163.TXT,0.45155,0.14758,0.22246,3

ROUGE-1+StopWordRemoval,FNS32163,32163.TXT,0.50580,0.15561,0.23800,3

ROUGE-2+StopWordRemoval,FNS32163,32163.TXT,0.41516,0.05676,0.09987,3

ROUGE-SU4+StopWordRemoval,FNS32163,32163.TXT,0.45504,0.08181,0.13869,3

ROUGE-L+StopWordRemoval,FNS30783,30783.TXT,0.29991,0.13485,0.18604,3

ROUGE-1+StopWordRemoval,FNS30783,30783.TXT,0.37740,0.13505,0.19891,3

ROUGE-2+StopWordRemoval,FNS30783,30783.TXT,0.14705,0.04740,0.07169,3

ROUGE-SU4+StopWordRemoval,FNS30783,30783.TXT,0.24572,0.07268,0.11218,3

ROUGE-L+StopWordRemoval,FNS30782,30782.TXT,0.25972,0.26040,0.26006,3

ROUGE-1+StopWordRemoval,FNS30782,30782.TXT,0.25681,0.29702,0.27545,3

ROUGE-2+StopWordRemoval,FNS30782,30782.TXT,0.09445,0.08389,0.08886,3

ROUGE-SU4+StopWordRemoval,FNS30782,30782.TXT,0.15573,0.14368,0.14946,3

ROUGE-L+StopWordRemoval,FNS31076,31076.TXT,0.34488,0.22727,0.27399,3

ROUGE-1+StopWordRemoval,FNS31076,31076.TXT,0.41525,0.22645,0.29308,3

ROUGE-2+StopWordRemoval,FNS31076,31076.TXT,0.14369,0.06980,0.09396,3

ROUGE-SU4+StopWordRemoval,FNS31076,31076.TXT,0.26680,0.10734,0.15308,3

ROUGE-L+StopWordRemoval,FNS32044,32044.TXT,0.24991,0.34359,0.28936,5

ROUGE-1+StopWordRemoval,FNS32044,32044.TXT,0.26579,0.44904,0.33393,5

ROUGE-2+StopWordRemoval,FNS32044,32044.TXT,0.13277,0.18636,0.15507,5

ROUGE-SU4+StopWordRemoval,FNS32044,32044.TXT,0.19614,0.26766,0.22639,5

ROUGE-L+StopWordRemoval,FNS32165,32165.TXT,0.25241,0.19509,0.22008,3

ROUGE-1+StopWordRemoval,FNS32165,32165.TXT,0.27679,0.23916,0.25660,3

ROUGE-2+StopWordRemoval,FNS32165,32165.TXT,0.08957,0.07040,0.07884,3

ROUGE-SU4+StopWordRemoval,FNS32165,32165.TXT,0.13971,0.10569,0.12034,3

ROUGE-L+StopWordRemoval,FNS32286,32286.TXT,0.38370,0.11374,0.17547,4

ROUGE-1+StopWordRemoval,FNS32286,32286.TXT,0.45077,0.08859,0.14808,4

ROUGE-2+StopWordRemoval,FNS32286,32286.TXT,0.18798,0.02687,0.04702,4

ROUGE-SU4+StopWordRemoval,FNS32286,32286.TXT,0.29812,0.03909,0.06911,4

ROUGE-L+StopWordRemoval,FNS30781,30781.TXT,0.35900,0.16515,0.22623,4

ROUGE-1+StopWordRemoval,FNS30781,30781.TXT,0.42310,0.15325,0.22500,4

ROUGE-2+StopWordRemoval,FNS30781,30781.TXT,0.16112,0.05580,0.08289,4

ROUGE-SU4+StopWordRemoval,FNS30781,30781.TXT,0.25261,0.07087,0.11068,4

ROUGE-L+StopWordRemoval,FNS31757,31757.TXT,0.30291,0.19855,0.23987,4

ROUGE-1+StopWordRemoval,FNS31757,31757.TXT,0.35563,0.26805,0.30569,4

ROUGE-2+StopWordRemoval,FNS31757,31757.TXT,0.16853,0.09296,0.11983,4

ROUGE-SU4+StopWordRemoval,FNS31757,31757.TXT,0.25334,0.13086,0.17257,4

